,NAME_1,NAME_2,Average_Accessibility _poi_count_P20,Average_Accessibility _poi_count_P30,Average_Accessibility _poi_count_P40,Average_Accessibility _poi_count_P50,Average_Accessibility _poi_count_P80
321,Florida,Brevard,13158.19626,10074.99397,2206.424897,2931.765625,6917.192403
322,Florida,Broward,15110.61799,10376.88958,2263.525115,3087.760516,6572.633799
323,Florida,Calhoun,1483.527491,4872.325646,552.5572588,693.8014203,2072.399944
324,Florida,Charlotte,8241.043417,3371.951735,876.8303336,1316.551379,2351.882132
325,Florida,Citrus,2702.920176,2656.322831,422.6615187,664.4995939,1610.852492
326,Florida,Clay,1492.503299,2398.656373,465.8798571,598.9540058,1573.766503
327,Florida,Collier,17424.14556,8744.414277,1960.00022,2723.679398,6361.577041
328,Florida,Columbia,7313.08268,10191.84206,3147.284072,4227.303886,12049.74023
329,Florida,Desoto,6827.649791,10741.50664,1529.109564,2014.216922,4542.00372
330,Florida,Dixie,0.0,0.0,0.0,0.0,0.0
331,Florida,Duval,6175.429788,7093.969358,1570.895421,1833.257261,4315.125097
332,Florida,Escambia,3724.036274,2833.485388,927.1177268,1040.503443,3007.710992
333,Florida,Flagler,5285.016807,2881.327606,993.5318292,1553.276643,3040.828172
334,Florida,Franklin,8290.363352,20781.12108,1928.261379,1520.559384,3730.987919
335,Florida,Gadsden,229.3878301,0.0,63.51633505,261.9789796,0.0
336,Florida,Gilchrist,0.0,0.0,0.0,0.0,0.0
337,Florida,Glades,0.0,0.0,0.0,0.0,0.0
338,Florida,Gulf,0.0,0.0,0.0,0.0,0.0
339,Florida,Hamilton,0.0,0.0,4253.59564,2975.499786,9963.313004
340,Florida,Hardee,1320.163889,3051.905412,389.2861922,566.0194531,1314.820683
341,Florida,Hendry,2382.450559,5462.807922,663.4732467,807.4777318,1908.222279
342,Florida,Hernando,4403.036913,3460.500302,1021.855729,1293.447039,2634.861884
343,Florida,Highlands,3583.763079,4067.788088,863.6859609,1277.913875,3410.145842
344,Florida,Hillsborough,10604.14882,9210.96891,2167.431242,2450.339869,6224.93416
345,Florida,Holmes,0.0,0.0,0.0,0.0,0.0
346,Florida,Indian River,5057.006642,4268.253185,991.7890519,1319.992452,3664.798284
347,Florida,Jackson,2818.421779,3826.966107,1434.230464,2179.617937,5579.450411
348,Florida,Jefferson,0.0,0.0,1966.959086,1962.864528,5461.64476
349,Florida,Lafayette,0.0,0.0,0.0,0.0,0.0
